citation.n.06	horse.n.01
whale.n.02	whale.n.02
walrus.n.01	walrus.n.01
jersey.n.05	ruminant.n.01
aegyptopithecus.n.01	aegyptopithecus.n.01
mole_rat.n.01	rodent.n.01
staffordshire_bullterrier.n.01	canine.n.02
bullock.n.01	bullock.n.01
douroucouli.n.01	new_world_monkey.n.01
durham.n.02	ungulate.n.01
hack.n.08	horse.n.01
field_spaniel.n.01	field_spaniel.n.01
two-year-old_horse.n.01	ungulate.n.01
european_wildcat.n.01	wildcat.n.03
musk_ox.n.01	even-toed_ungulate.n.01
rogue_elephant.n.01	mammal.n.01
steenbok.n.01	antelope.n.01
leopard.n.02	feline.n.01
wombat.n.01	metatherian.n.01
solo_man.n.01	mammal.n.01
great_dane.n.01	placental.n.01
armadillo.n.01	placental.n.01
gorilla.n.01	mammal.n.01
vizsla.n.01	canine.n.02
saiga.n.01	bovid.n.01
finback.n.01	placental.n.01
yellow-throated_marten.n.01	marten.n.01
new_world_porcupine.n.01	placental.n.01
paranthropus.n.01	primate.n.02
toy_terrier.n.01	toy_dog.n.01
harrier.n.02	placental.n.01
mountain_beaver.n.01	mammal.n.01
siamese_cat.n.01	mammal.n.01
tiger_cat.n.01	cat.n.01
tamarau.n.01	bovid.n.01
wood_mouse.n.01	mammal.n.01
canada_porcupine.n.01	canada_porcupine.n.01
dingo.n.01	placental.n.01
labrador_retriever.n.01	retriever.n.01
aardwolf.n.01	canine.n.02
cro-magnon.n.01	primate.n.02
hognose_bat.n.01	leafnose_bat.n.01
rock_wallaby.n.01	rock_wallaby.n.01
gaur.n.01	placental.n.01
mapinguari.n.01	placental.n.01
welsh_terrier.n.01	wirehair.n.01
bongo.n.02	even-toed_ungulate.n.01
lion.n.01	big_cat.n.01
english_foxhound.n.01	hunting_dog.n.01
rock_hyrax.n.01	hyrax.n.01
dusky-footed_wood_rat.n.01	rodent.n.01
dik-dik.n.01	placental.n.01
siamese_cat.n.01	domestic_cat.n.01
suslik.n.01	ground_squirrel.n.02
setter.n.02	carnivore.n.01
sorrel.n.05	placental.n.01
rhesus.n.01	old_world_monkey.n.01
two-toed_sloth.n.01	sloth.n.02
thylacine.n.01	metatherian.n.01
guanaco.n.01	guanaco.n.01
lerot.n.01	rodent.n.01
corgi.n.01	mammal.n.01
world.n.08	homo.n.02
longhorn.n.01	longhorn.n.01
antelope.n.01	antelope.n.01
naked_mole_rat.n.01	naked_mole_rat.n.01
kob.n.01	kob.n.01
sennenhunde.n.01	dog.n.01
scotch_terrier.n.01	carnivore.n.01
canada_lynx.n.01	cat.n.01
norwich_terrier.n.01	dog.n.01
loir.n.01	dormouse.n.01
great_dane.n.01	dog.n.01
mouse-eared_bat.n.01	carnivorous_bat.n.01
coydog.n.01	wolf.n.01
snowshoe_hare.n.01	hare.n.01
brabancon_griffon.n.01	placental.n.01
vaquita.n.01	aquatic_mammal.n.01
pocket_mouse.n.01	rodent.n.01
tree_wallaby.n.01	metatherian.n.01
brocket.n.01	ungulate.n.01
male_horse.n.01	equine.n.01
american_badger.n.01	american_badger.n.01
homo_erectus.n.01	placental.n.01
burro.n.01	ass.n.03
west_highland_white_terrier.n.01	placental.n.01
common_lynx.n.01	placental.n.01
crowbait.n.01	ungulate.n.01
hack.n.08	mammal.n.01
bouvier_des_flandres.n.01	carnivore.n.01
pichiciago.n.01	mammal.n.01
anteater.n.02	placental.n.01
angora.n.04	cat.n.01
black-footed_ferret.n.01	carnivore.n.01
white-footed_mouse.n.01	mouse.n.01
cougar.n.01	carnivore.n.01
polar_hare.n.01	leporid.n.01
water_vole.n.02	mammal.n.01
field_spaniel.n.01	carnivore.n.01
boarhound.n.01	carnivore.n.01
syrian_bear.n.01	syrian_bear.n.01
boston_bull.n.01	canine.n.02
german_shepherd.n.01	working_dog.n.01
pichiciago.n.01	edentate.n.01
jennet.n.01	odd-toed_ungulate.n.01
nonstarter.n.02	racehorse.n.01
hampshire.n.02	bovid.n.01
hog.n.03	even-toed_ungulate.n.01
giant_schnauzer.n.01	canine.n.02
wire-haired_fox_terrier.n.01	mammal.n.01
musk_ox.n.01	musk_ox.n.01
hooded_seal.n.01	earless_seal.n.01
numbat.n.01	mammal.n.01
sorrel.n.05	ungulate.n.01
elk.n.01	elk.n.01
cow_pony.n.01	horse.n.01
bullock.n.01	bovid.n.01
chacma.n.01	placental.n.01
eastern_lowland_gorilla.n.01	placental.n.01
goral.n.01	mammal.n.01
eland.n.01	ruminant.n.01
algeripithecus_minutus.n.01	mammal.n.01
babirusa.n.01	placental.n.01
tiglon.n.01	carnivore.n.01
glutton.n.02	glutton.n.02
vespertilian_bat.n.01	placental.n.01
mule.n.01	odd-toed_ungulate.n.01
yearling.n.02	ungulate.n.01
brown_swiss.n.01	cattle.n.01
appenzeller.n.01	carnivore.n.01
new_world_porcupine.n.01	new_world_porcupine.n.01
tarpan.n.01	equine.n.01
burmese_cat.n.01	placental.n.01
ibex.n.01	goat.n.01
kangaroo_rat.n.01	kangaroo_rat.n.01
pacer.n.01	pacer.n.01
muntjac.n.01	placental.n.01
lechwe.n.01	bovid.n.01
merino.n.01	sheep.n.01
walker_hound.n.01	canine.n.02
boston_bull.n.01	terrier.n.01
dachshund.n.01	dachshund.n.01
tarpan.n.01	placental.n.01
cape_buffalo.n.01	old_world_buffalo.n.01
kangaroo_mouse.n.01	mammal.n.01
homo_erectus.n.01	mammal.n.01
pteropus_capestratus.n.01	fruit_bat.n.01
silky_pocket_mouse.n.01	mammal.n.01
spitz.n.01	canine.n.02
reynard.n.01	canine.n.02
yellowbelly_marmot.n.01	placental.n.01
hippopotamus.n.01	mammal.n.01
prairie_dog.n.01	rodent.n.01
american_staffordshire_terrier.n.01	carnivore.n.01
brittany_spaniel.n.01	hunting_dog.n.01
pekinese.n.01	dog.n.01
abyssinian.n.01	feline.n.01
guereza.n.01	mammal.n.01
tusker.n.01	tusker.n.01
ibex.n.01	wild_goat.n.01
hound.n.01	hound.n.01
plantigrade_mammal.n.01	placental.n.01
bactrian_camel.n.01	mammal.n.01
hippopotamus.n.01	ungulate.n.01
vaquita.n.01	cetacean.n.01
pariah_dog.n.01	canine.n.02
jaguarundi.n.01	feline.n.01
ass.n.03	mammal.n.01
fox_terrier.n.01	canine.n.02
sewer_rat.n.01	sewer_rat.n.01
eastern_dasyure.n.01	metatherian.n.01
terrier.n.01	hunting_dog.n.01
addax.n.01	antelope.n.01
sloth_bear.n.01	placental.n.01
peccary.n.01	even-toed_ungulate.n.01
domestic_sheep.n.01	ungulate.n.01
mangabey.n.01	placental.n.01
weimaraner.n.01	weimaraner.n.01
new_world_mouse.n.01	new_world_mouse.n.01
carnivore.n.01	mammal.n.01
musk_deer.n.01	ungulate.n.01
spider_monkey.n.01	mammal.n.01
alpaca.n.03	mammal.n.01
kelpie.n.02	carnivore.n.01
giant_schnauzer.n.01	dog.n.01
old_world_beaver.n.01	old_world_beaver.n.01
common_wallaby.n.01	wallaby.n.01
edentate.n.01	edentate.n.01
lechwe.n.01	even-toed_ungulate.n.01
river_otter.n.01	musteline_mammal.n.01
striped_skunk.n.01	carnivore.n.01
ibizan_hound.n.01	hunting_dog.n.01
fawn.n.02	ruminant.n.01
hearing_dog.n.01	placental.n.01
snake_muishond.n.01	placental.n.01
irish_water_spaniel.n.01	spaniel.n.01
toy_terrier.n.01	placental.n.01
gee-gee.n.01	mammal.n.01
working_dog.n.01	mammal.n.01
bucking_bronco.n.01	horse.n.01
fox.n.01	carnivore.n.01
rottweiler.n.01	working_dog.n.01
bandicoot.n.01	metatherian.n.01
mole_rat.n.02	rodent.n.01
saluki.n.01	carnivore.n.01
sei_whale.n.01	aquatic_mammal.n.01
welsh_pony.n.01	pony.n.05
gerenuk.n.01	bovid.n.01
black_rhinoceros.n.01	odd-toed_ungulate.n.01
hamster.n.01	rodent.n.01
protohippus.n.01	placental.n.01
blackbuck.n.01	blackbuck.n.01
leopardess.n.01	carnivore.n.01
greater_swiss_mountain_dog.n.01	mammal.n.01
stirk.n.01	stirk.n.01
doe.n.02	doe.n.02
morgan.n.06	equine.n.01
longtail_weasel.n.01	longtail_weasel.n.01
striped_hyena.n.01	carnivore.n.01
brown_hyena.n.01	mammal.n.01
anteater.n.02	edentate.n.01
saddle_horse.n.01	placental.n.01
slow_loris.n.01	primate.n.02
cotswold.n.01	even-toed_ungulate.n.01
patas.n.01	primate.n.02
stoat.n.01	mammal.n.01
snake_muishond.n.01	carnivore.n.01
tarsius_glis.n.01	mammal.n.01
brush-tailed_porcupine.n.01	brush-tailed_porcupine.n.01
striped_hyena.n.01	mammal.n.01
tatouay.n.01	mammal.n.01
grevy's_zebra.n.01	mammal.n.01
kit_fox.n.01	carnivore.n.01
fox_terrier.n.01	hunting_dog.n.01
assault.n.03	horse.n.01
common_opossum.n.01	opossum.n.02
bottle-nosed_whale.n.01	bottle-nosed_whale.n.01
fawn.n.02	deer.n.01
jackass_bat.n.01	jackass_bat.n.01
pallid_bat.n.01	vespertilian_bat.n.01
nail-tailed_wallaby.n.01	nail-tailed_wallaby.n.01
coach_horse.n.01	coach_horse.n.01
clydesdale_terrier.n.01	placental.n.01
japanese_spaniel.n.01	placental.n.01
jersey.n.05	even-toed_ungulate.n.01
schnauzer.n.01	schnauzer.n.01
puppy.n.01	puppy.n.01
lakeland_terrier.n.01	placental.n.01
trotting_horse.n.01	racehorse.n.01
friesian.n.01	dairy_cattle.n.01
hound.n.01	hunting_dog.n.01
doberman.n.01	watchdog.n.02
ibizan_hound.n.01	canine.n.02
coonhound.n.01	hound.n.01
french_bulldog.n.01	carnivore.n.01
seattle_slew.n.01	horse.n.01
binturong.n.01	civet.n.01
grade.n.09	even-toed_ungulate.n.01
draft_horse.n.01	workhorse.n.02
seeing_eye_dog.n.01	working_dog.n.01
ox.n.02	ruminant.n.01
suslik.n.01	mammal.n.01
jack.n.12	ass.n.03
pug.n.01	canine.n.02
lion_cub.n.01	big_cat.n.01
brood_bitch.n.01	brood_bitch.n.01
morgan.n.06	ungulate.n.01
false_vampire.n.01	leafnose_bat.n.01
giant_panda.n.01	procyonid.n.01
thylacine.n.01	dasyurid_marsupial.n.01
ewe.n.03	ewe.n.03
australian_sea_lion.n.01	sea_lion.n.01
wisent.n.01	placental.n.01
guanaco.n.01	ungulate.n.01
giant_schnauzer.n.01	mammal.n.01
common_opossum.n.01	metatherian.n.01
orangutan.n.01	great_ape.n.01
bobcat.n.01	mammal.n.01
european_wildcat.n.01	carnivore.n.01
great_pyrenees.n.01	placental.n.01
virginia_deer.n.01	ungulate.n.01
english_foxhound.n.01	mammal.n.01
mesohippus.n.01	odd-toed_ungulate.n.01
welsh_terrier.n.01	mammal.n.01
apar.n.01	armadillo.n.01
wolf_pup.n.01	wolf_pup.n.01
giant_armadillo.n.01	placental.n.01
aegyptopithecus.n.01	mammal.n.01
new_world_porcupine.n.01	mammal.n.01
rabbit_ears.n.02	rabbit.n.01
small_civet.n.01	placental.n.01
japanese_spaniel.n.01	dog.n.01
homo_sapiens_sapiens.n.01	mammal.n.01
pointer.n.04	hunting_dog.n.01
english_toy_spaniel.n.01	placental.n.01
ox.n.01	mammal.n.01
vizsla.n.01	pointer.n.04
welsh_pony.n.01	odd-toed_ungulate.n.01
ant_bear.n.01	anteater.n.02
bulldog.n.01	carnivore.n.01
spaniel.n.01	spaniel.n.01
rhodesian_man.n.01	placental.n.01
steed.n.01	saddle_horse.n.01
tiger.n.02	placental.n.01
titi.n.03	placental.n.01
european_wildcat.n.01	feline.n.01
saint_bernard.n.01	saint_bernard.n.01
pied_lemming.n.01	pied_lemming.n.01
bluetick.n.01	hunting_dog.n.01
orange_bat.n.01	leafnose_bat.n.01
charger.n.01	equine.n.01
vixen.n.02	vixen.n.02
wildcat.n.03	wildcat.n.03
common_shrew.n.01	mammal.n.01
gaur.n.01	asian_wild_ox.n.01
galloway.n.02	mammal.n.01
black_squirrel.n.01	squirrel.n.01
pony.n.01	placental.n.01
old_world_buffalo.n.01	placental.n.01
standard_schnauzer.n.01	carnivore.n.01
hognose_bat.n.01	mammal.n.01
miniature_schnauzer.n.01	hunting_dog.n.01
great_pyrenees.n.01	dog.n.01
bottle-nosed_whale.n.01	cetacean.n.01
saber-toothed_tiger.n.01	placental.n.01
raccoon_dog.n.01	canine.n.02
samoyed.n.03	spitz.n.01
ibizan_hound.n.01	dog.n.01
fossorial_mammal.n.01	mammal.n.01
maltese_dog.n.01	toy_dog.n.01
norfolk_terrier.n.01	canine.n.02
prancer.n.01	mammal.n.01
rice_rat.n.01	rodent.n.01
hazel_mouse.n.01	placental.n.01
king_charles_spaniel.n.01	toy_spaniel.n.01
pony.n.01	ungulate.n.01
domestic_ass.n.01	domestic_ass.n.01
water_spaniel.n.01	water_spaniel.n.01
tree_wallaby.n.01	kangaroo.n.01
bobcat.n.01	bobcat.n.01
southern_flying_squirrel.n.01	american_flying_squirrel.n.01
rhodesian_ridgeback.n.01	rhodesian_ridgeback.n.01
yak.n.02	bovid.n.01
snow_leopard.n.01	snow_leopard.n.01
koala.n.01	phalanger.n.01
onager.n.02	placental.n.01
bird_dog.n.01	canine.n.02
barren_ground_caribou.n.01	even-toed_ungulate.n.01
white-tailed_jackrabbit.n.01	placental.n.01
short-tailed_shrew.n.01	insectivore.n.01
giant_eland.n.01	eland.n.01
common_dolphin.n.01	cetacean.n.01
sir_barton.n.01	racehorse.n.01
spotted_hyena.n.01	spotted_hyena.n.01
staghound.n.01	mammal.n.01
cavalry_horse.n.01	warhorse.n.03
pangolin.n.01	pangolin.n.01
gayal.n.01	ruminant.n.01
rottweiler.n.01	canine.n.02
nonstarter.n.02	odd-toed_ungulate.n.01
tennessee_walker.n.01	odd-toed_ungulate.n.01
impala.n.01	ungulate.n.01
boskop_man.n.01	mammal.n.01
white_elephant.n.02	elephant.n.01
zinjanthropus.n.01	primate.n.02
grampus.n.02	mammal.n.01
bay.n.07	bay.n.07
english_toy_spaniel.n.01	english_toy_spaniel.n.01
coach_horse.n.01	placental.n.01
aurochs.n.02	bovid.n.01
right_whale.n.01	right_whale.n.01
french_bulldog.n.01	canine.n.02
rock_wallaby.n.01	mammal.n.01
baleen_whale.n.01	mammal.n.01
thoroughbred.n.02	thoroughbred.n.02
frosted_bat.n.01	bat.n.01
primate.n.02	placental.n.01
white_whale.n.01	mammal.n.01
wheel_horse.n.01	horse.n.01
horseshoe_bat.n.01	horseshoe_bat.n.01
labrador_retriever.n.01	hunting_dog.n.01
indian_buffalo.n.01	indian_buffalo.n.01
springbok.n.01	ruminant.n.01
tortoiseshell.n.03	feline.n.01
pinscher.n.01	canine.n.02
markhor.n.01	ungulate.n.01
bull_mastiff.n.01	canine.n.02
rhinoceros.n.01	rhinoceros.n.01
white-footed_mouse.n.01	placental.n.01
puku.n.01	ruminant.n.01
hyena.n.01	carnivore.n.01
meadow_vole.n.01	vole.n.01
staffordshire_bullterrier.n.01	staffordshire_bullterrier.n.01
maltese.n.03	placental.n.01
collie.n.01	mammal.n.01
mountain_nyala.n.01	ruminant.n.01
pony.n.05	placental.n.01
dasyurid_marsupial.n.01	mammal.n.01
griffon.n.03	mammal.n.01
brown_bear.n.01	mammal.n.01
fox.n.01	fox.n.01
egyptian_cat.n.01	egyptian_cat.n.01
long-eared_bat.n.01	mammal.n.01
silverback.n.01	gorilla.n.01
indian_mongoose.n.01	placental.n.01
meerkat.n.01	placental.n.01
english_setter.n.01	english_setter.n.01
hispid_pocket_mouse.n.01	pocket_mouse.n.01
dandie_dinmont.n.01	hunting_dog.n.01
hare.n.01	lagomorph.n.01
pooch.n.01	carnivore.n.01
seizure-alert_dog.n.01	mammal.n.01
mouse-eared_bat.n.01	placental.n.01
leveret.n.01	mammal.n.01
eastern_chimpanzee.n.01	mammal.n.01
seattle_slew.n.01	racehorse.n.01
indian_buffalo.n.01	bovid.n.01
mara.n.02	rodent.n.01
water_dog.n.02	canine.n.02
tibetan_mastiff.n.01	carnivore.n.01
pachyderm.n.01	pachyderm.n.01
flying_phalanger.n.01	marsupial.n.01
labrador_retriever.n.01	mammal.n.01
tom.n.02	mammal.n.01
trotting_horse.n.01	horse.n.01
argali.n.01	placental.n.01
baronduki.n.01	rodent.n.01
guinea_pig.n.02	placental.n.01
banded_palm_civet.n.01	viverrine.n.01
palfrey.n.01	palfrey.n.01
elephant.n.01	proboscidean.n.01
norwegian_elkhound.n.01	norwegian_elkhound.n.01
hearing_dog.n.01	carnivore.n.01
eohippus.n.01	eohippus.n.01
bluetick.n.01	placental.n.01
gaur.n.01	gaur.n.01
marsupial.n.01	marsupial.n.01
affenpinscher.n.01	carnivore.n.01
mantled_ground_squirrel.n.01	mantled_ground_squirrel.n.01
kangaroo_rat.n.01	pocket_rat.n.01
chestnut.n.06	equine.n.01
red_poll.n.01	cattle.n.01
giraffe.n.01	ungulate.n.01
mastodon.n.01	proboscidean.n.01
miniature_pinscher.n.01	dog.n.01
pointer.n.04	placental.n.01
bay.n.07	mammal.n.01
flying_lemur.n.01	flying_lemur.n.01
dryopithecine.n.01	hominid.n.01
carnivore.n.01	placental.n.01
tree_shrew.n.01	tree_shrew.n.01
black_sheep.n.02	placental.n.01
ground_sloth.n.01	mammal.n.01
rudapithecus.n.01	rudapithecus.n.01
takin.n.01	takin.n.01
giant_kangaroo.n.01	giant_kangaroo.n.01
binturong.n.01	binturong.n.01
mouser.n.01	mouser.n.01
irish_water_spaniel.n.01	carnivore.n.01
chestnut.n.06	horse.n.01
banded_palm_civet.n.01	mammal.n.01
pronghorn.n.01	ruminant.n.01
brown_rat.n.01	brown_rat.n.01
pinche.n.01	pinche.n.01
water_buffalo.n.01	old_world_buffalo.n.01
polo_pony.n.01	polo_pony.n.01
ant_bear.n.01	edentate.n.01
tayra.n.01	tayra.n.01
brabancon_griffon.n.01	brabancon_griffon.n.01
yorkshire_terrier.n.01	canine.n.02
appaloosa.n.01	equine.n.01
ayrshire.n.01	dairy_cattle.n.01
basenji.n.01	canine.n.02
manul.n.01	carnivore.n.01
gopher.n.04	pocket_rat.n.01
whitetail_prairie_dog.n.01	prairie_dog.n.01
striped_muishond.n.01	mammal.n.01
bactrian_camel.n.01	placental.n.01
sewer_rat.n.01	rat.n.01
buckskin.n.01	saddle_horse.n.01
pygmy_marmoset.n.01	primate.n.02
southern_bog_lemming.n.01	placental.n.01
tiger_cat.n.02	tiger_cat.n.02
shire.n.02	draft_horse.n.01
dog.n.01	carnivore.n.01
whirlaway.n.01	thoroughbred.n.02
european_wood_mouse.n.01	rodent.n.01
canada_porcupine.n.01	new_world_porcupine.n.01
sable_antelope.n.01	ungulate.n.01
mandrill.n.01	mammal.n.01
eastern_dasyure.n.01	eastern_dasyure.n.01
large_civet.n.01	large_civet.n.01
kangaroo_mouse.n.01	rodent.n.01
cave_myotis.n.01	mammal.n.01
coypu.n.01	placental.n.01
native_cat.n.01	dasyure.n.01
liver-spotted_dalmatian.n.01	dog.n.01
kerry_blue_terrier.n.01	mammal.n.01
miniature_pinscher.n.01	placental.n.01
fissipedia.n.01	mammal.n.01
spearnose_bat.n.01	leafnose_bat.n.01
prancer.n.01	ungulate.n.01
western_grey_squirrel.n.01	mammal.n.01
cuscus.n.01	phalanger.n.01
bedlington_terrier.n.01	mammal.n.01
nyala.n.02	harnessed_antelope.n.01
hart.n.03	red_deer.n.01
pacer.n.01	odd-toed_ungulate.n.01
standard_schnauzer.n.01	terrier.n.01
beaked_whale.n.01	mammal.n.01
american_badger.n.01	placental.n.01
waterbuck.n.01	mammal.n.01
pygmy_chimpanzee.n.01	great_ape.n.01
mouse.n.01	rodent.n.01
loir.n.01	placental.n.01
cayuse.n.01	placental.n.01
beagle.n.01	hound.n.01
northern_bog_lemming.n.01	placental.n.01
grey_lemming.n.01	mammal.n.01
australopithecus_afarensis.n.01	australopithecus_afarensis.n.01
gerbil.n.01	gerbil.n.01
blue_point_siamese.n.01	blue_point_siamese.n.01
eland.n.01	eland.n.01
hyena.n.01	mammal.n.01
liver_chestnut.n.01	equine.n.01
asian_wild_ox.n.01	asian_wild_ox.n.01
dinocerate.n.01	mammal.n.01
nonstarter.n.02	equine.n.01
dinoceras.n.01	mammal.n.01
caribou.n.01	ruminant.n.01
exmoor.n.01	sheep.n.01
eastern_chipmunk.n.01	rodent.n.01
cinnamon_bear.n.01	placental.n.01
freetail.n.01	placental.n.01
quarter_horse.n.01	mammal.n.01
santa_gertrudis.n.01	bovid.n.01
boar.n.02	swine.n.01
brood_bitch.n.01	bitch.n.04
black-tailed_deer.n.01	mammal.n.01
long-tailed_porcupine.n.01	placental.n.01
warthog.n.01	placental.n.01
greater_kudu.n.01	even-toed_ungulate.n.01
panther.n.02	panther.n.02
ichneumon.n.01	mammal.n.01
homo_sapiens_sapiens.n.01	homo_sapiens_sapiens.n.01
grizzly.n.01	carnivore.n.01
saluki.n.01	canine.n.02
langur.n.01	old_world_monkey.n.01
potto.n.02	mammal.n.01
markhor.n.01	ruminant.n.01
chipmunk.n.01	placental.n.01
belgian_hare.n.01	mammal.n.01
peludo.n.01	edentate.n.01
norwich_terrier.n.01	terrier.n.01
macaque.n.01	macaque.n.01
lakeland_terrier.n.01	canine.n.02
silky_terrier.n.01	mammal.n.01
meadow_vole.n.01	mammal.n.01
cashmere_goat.n.01	ungulate.n.01
exmoor.n.02	placental.n.01
sporting_dog.n.01	hunting_dog.n.01
pronghorn.n.01	ungulate.n.01
galloway.n.02	bovine.n.01
dolphin.n.02	toothed_whale.n.01
gayal.n.01	asian_wild_ox.n.01
harnessed_antelope.n.01	bovid.n.01
bernese_mountain_dog.n.01	carnivore.n.01
hack.n.08	saddle_horse.n.01
woolly_rhinoceros.n.01	woolly_rhinoceros.n.01
shetland_pony.n.01	shetland_pony.n.01
brocket.n.02	red_deer.n.01
hack.n.07	odd-toed_ungulate.n.01
schipperke.n.01	carnivore.n.01
old_world_least_weasel.n.01	placental.n.01
tamarin.n.01	placental.n.01
entlebucher.n.01	canine.n.02
southern_flying_squirrel.n.01	mammal.n.01
hereford.n.01	cattle.n.01
tiger_cub.n.01	tiger_cub.n.01
pteropus_hypomelanus.n.01	bat.n.01
pollard.n.02	even-toed_ungulate.n.01
barbary_ape.n.01	mammal.n.01
bedlington_terrier.n.01	placental.n.01
peludo.n.01	placental.n.01
proboscidean.n.01	mammal.n.01
saiga.n.01	ruminant.n.01
orangutan.n.01	placental.n.01
australian_sea_lion.n.01	pinniped_mammal.n.01
mastiff.n.01	carnivore.n.01
chigetai.n.01	mammal.n.01
baleen_whale.n.01	cetacean.n.01
kaffir_cat.n.01	carnivore.n.01
mesohippus.n.01	equine.n.01
guenon.n.01	primate.n.02
australopithecus_robustus.n.01	placental.n.01
nilgai.n.01	nilgai.n.01
alaskan_brown_bear.n.01	carnivore.n.01
red_bat.n.01	bat.n.01
caribou.n.01	placental.n.01
cape_buffalo.n.01	mammal.n.01
blacktail_jackrabbit.n.01	hare.n.01
hackney.n.02	ungulate.n.01
canine.n.02	carnivore.n.01
fallow_deer.n.01	placental.n.01
sable.n.05	mammal.n.01
blacktail_prairie_dog.n.01	blacktail_prairie_dog.n.01
cairn.n.02	canine.n.02
bellwether.n.02	even-toed_ungulate.n.01
monkey.n.01	placental.n.01
ox.n.01	cattle.n.01
hinny.n.01	mammal.n.01
stag.n.02	stag.n.02
brewer's_mole.n.01	brewer's_mole.n.01
phyllostomus_hastatus.n.01	carnivorous_bat.n.01
cheviot.n.01	ruminant.n.01
phyllostomus_hastatus.n.01	leafnose_bat.n.01
eohippus.n.01	horse.n.01
mediterranean_water_shrew.n.01	insectivore.n.01
ruminant.n.01	placental.n.01
silky_tamarin.n.01	primate.n.02
steller_sea_lion.n.01	eared_seal.n.01
snake_muishond.n.01	weasel.n.02
bull.n.11	bull.n.11
mustang.n.01	placental.n.01
flying_lemur.n.01	mammal.n.01
plains_pocket_gopher.n.01	gopher.n.04
ibizan_hound.n.01	carnivore.n.01
mountain_zebra.n.01	ungulate.n.01
cashmere_goat.n.01	placental.n.01
flat-coated_retriever.n.01	dog.n.01
water_rat.n.03	rodent.n.01
pygmy_sperm_whale.n.01	aquatic_mammal.n.01
siberian_husky.n.01	mammal.n.01
river_dolphin.n.01	dolphin.n.02
black_fox.n.01	black_fox.n.01
talapoin.n.01	monkey.n.01
brittany_spaniel.n.01	placental.n.01
africander.n.01	cattle.n.01
zoril.n.01	zoril.n.01
meadow_vole.n.01	placental.n.01
australian_terrier.n.01	dog.n.01
rock_hyrax.n.01	placental.n.01
rambouillet.n.01	ungulate.n.01
agouti.n.01	mammal.n.01
pouched_mouse.n.01	dasyurid_marsupial.n.01
american_black_bear.n.01	carnivore.n.01
kiang.n.01	ass.n.03
golden_retriever.n.01	carnivore.n.01
wolfhound.n.01	placental.n.01
welsh_terrier.n.01	welsh_terrier.n.01
hooded_seal.n.01	mammal.n.01
old_world_buffalo.n.01	ruminant.n.01
timber_wolf.n.01	canine.n.02
nilgai.n.01	ungulate.n.01
dark_horse.n.02	dark_horse.n.02
atlantic_walrus.n.01	pinniped_mammal.n.01
fruit_bat.n.01	mammal.n.01
barbary_ape.n.01	old_world_monkey.n.01
megatherian.n.01	placental.n.01
porpoise.n.01	placental.n.01
guide_dog.n.01	carnivore.n.01
grade.n.09	ungulate.n.01
toy_spaniel.n.01	toy_dog.n.01
coondog.n.01	dog.n.01
kanchil.n.01	even-toed_ungulate.n.01
flat-coated_retriever.n.01	hunting_dog.n.01
eland.n.01	ungulate.n.01
gibbon.n.02	primate.n.02
nanny.n.02	ruminant.n.01
welsh.n.03	bovine.n.01
siamese_cat.n.01	siamese_cat.n.01
duplicidentata.n.01	placental.n.01
dormouse.n.01	mammal.n.01
peba.n.01	placental.n.01
puppy.n.01	mammal.n.01
porker.n.01	hog.n.03
dik-dik.n.01	dik-dik.n.01
proconsul.n.03	mammal.n.01
aegyptopithecus.n.01	primate.n.02
french_bulldog.n.01	dog.n.01
irish_setter.n.01	canine.n.02
flat-coated_retriever.n.01	canine.n.02
right_whale.n.01	cetacean.n.01
bearded_seal.n.01	mammal.n.01
napu.n.01	mammal.n.01
douroucouli.n.01	douroucouli.n.01
sealyham_terrier.n.01	sealyham_terrier.n.01
chacma.n.01	chacma.n.01
eastern_lowland_gorilla.n.01	eastern_lowland_gorilla.n.01
brown_rat.n.01	mammal.n.01
bowhead.n.01	aquatic_mammal.n.01
little_brown_bat.n.01	vespertilian_bat.n.01
dalmatian.n.02	carnivore.n.01
mastiff.n.01	working_dog.n.01
cob.n.02	cob.n.02
wharf_rat.n.02	mammal.n.01
packrat.n.02	mammal.n.01
norwich_terrier.n.01	carnivore.n.01
dandie_dinmont.n.01	canine.n.02
nanny.n.02	ungulate.n.01
crab-eating_dog.n.01	crab-eating_dog.n.01
dun.n.01	equine.n.01
heifer.n.01	even-toed_ungulate.n.01
chigetai.n.01	placental.n.01
pooch.n.01	placental.n.01
housedog.n.01	placental.n.01
charolais.n.01	bovid.n.01
dik-dik.n.01	bovid.n.01
irish_setter.n.01	hunting_dog.n.01
coypu.n.01	mammal.n.01
wild_goat.n.01	even-toed_ungulate.n.01
sand_rat.n.02	sand_rat.n.02
aperea.n.01	cavy.n.01
norwegian_elkhound.n.01	carnivore.n.01
rhinoceros.n.01	ungulate.n.01
phenacomys.n.01	mammal.n.01
pinto.n.01	placental.n.01
sable_antelope.n.01	sable_antelope.n.01
nail-tailed_wallaby.n.01	marsupial.n.01
hind.n.02	mammal.n.01
aoudad.n.01	ungulate.n.01
manul.n.01	mammal.n.01
tortoiseshell.n.03	mammal.n.01
springbok.n.01	bovid.n.01
southern_bog_lemming.n.01	mammal.n.01
western_chimpanzee.n.01	mammal.n.01
prancer.n.01	placental.n.01
cotton_mouse.n.01	rodent.n.01
pipistrelle.n.01	carnivorous_bat.n.01
